time_bin,total_minutes,audience_thousands,ue,tarp
2024-04-23 00:00:00,1.4318828006666666E8,99.43630560185187,26974220,0.36863459110903624
2024-04-24 00:00:00,1.688454576E8,117.25379000000001,26974220,0.4346883431661787
2024-04-25 00:00:00,3.5651078121666664E8,247.576931400463,26974220,0.917827953506952
2024-04-26 00:00:00,2.242851379E8,155.7535679861111,26974220,0.5774163923409504
2024-04-27 00:00:00,3.7927888175E8,263.38811232638886,26974220,0.9764438501887688
2024-04-28 00:00:00,3.2874684851666665E8,228.2964225810185,26974220,0.8463504137692156
2024-04-29 00:00:00,1.5714296173333332E8,109.12705675925926,26974220,0.4045605647142318
2024-04-30 00:00:00,1.5067800495E8,104.63750343749997,26974220,0.38791669763759606
2024-05-01 00:00:00,1.3748044786666667E8,95.47253324074074,26974220,0.35393992204683117
2024-05-02 00:00:00,2.2339224621666667E8,155.13350431712965,26974220,0.5751176653750494
2024-05-03 00:00:00,2.9588142895E8,205.4732145486111,26974220,0.7617392256332569
2024-05-04 00:00:00,4.4316077473333335E8,307.7505380092593,26974220,1.1409061615470597
2024-05-05 00:00:00,4.031786173833333E8,279.9851509606481,26974220,1.0379731127003788
2024-05-06 00:00:00,1.9164110835E8,133.08410302083334,26974220,0.4933751671812321
2024-05-07 00:00:00,1.531724229E8,106.369738125,26974220,0.3943385133101161
2024-05-08 00:00:00,1.46323871E8,101.61379930555555,26974220,0.3767070903460991
2024-05-09 00:00:00,2.2940287215E8,159.30755010416667,26974220,0.5905918692150012
2024-05-10 00:00:00,3.0802066506666666E8,213.9032396296296,26974220,0.7929913807688587
2024-05-11 00:00:00,4.1572276435E8,288.69636413194445,26974220,1.0702677005375667
2024-05-12 00:00:00,3.4078986898333335E8,236.6596312384259,26974220,0.8773548641570577
2024-05-13 00:00:00,1.585416023E8,110.09833493055557,26974220,0.4081613293379958
2024-05-14 00:00:00,1.5524122511666667E8,107.80640633101854,26974220,0.3996645920846591
2024-05-15 00:00:00,1.4421082266666666E8,100.14640462962963,26974220,0.3712671010677218
2024-05-16 00:00:00,1.9761020191666666E8,137.2293068865741,26974220,0.5087424469978153
